"Data Scientist H/F
Company Name
BETC Digital
Company Location
Région de Paris, France
Posted Date
Posted 1 day ago
Number of views
456 views",Data Scientist H/F,BETC Digital,"Région de Paris, France","MISSIONS:

L’équipe Data science de BETC Digital a pour mission l’infusion d’une démarche data driven dans la stratégie marketing proposée à nos clients : insight, activation omnicanal et mesure de la performance.

Vous serez intégré-e à cette équipe et encadré-e par le manager data science. Les principales missions qui vous seront confiées seront les suivantes :
Exploration et traitement des données (contacts, campagnes, transactionnelles, web, déclaratives, études) afin d’en extraire des enseignements clefs.
Entraînement et application de modèles de machine learning (clustering, modèles prédictifs ou prévisionnels, et algorithmes de recommandation) permettant de résoudre des problématiques métiers.
Collaboration avec les équipes techniques dans la mise en production d’algorithme et développement de produits data science (en mode saas) pour nos clients
Rédaction de rapports d’analyse et de recommandation en lien avec les équipes Marketing et Digital en interne.
Création de tableaux de bord contenant des data visualisations interactives

LE PROFIL

De formation Bac+5 (Ecole d’ingénieur ou Université) avec une spécialité en data science ou statistiques avec 2 ans d’expérience minimum.

Vous souhaitez travailler sur des projets innovants, rejoindre une équipe sympathique et motivée de data scientists, et de profils de consultants d’audience activation avec lesquels vous travaillerez souvent en binôme.

Vous répondez également aux critères suivants :
Vous savez coder en Python (pandas, numpy, scipy…) et sur SQL
Vous avez déjà eu une expérience en big data ou en ML sur le stack Google Cloud Platfom (ce critère serait un plus)
Vous maîtrisez les principales méthodes statistiques, techniques de machine learning (réduction de dimension, classification, méthode supervisée) et les librairies nécessaires à les appliquer (Scikit-learn ou Tensorflow)
Vous avez une appétence pour le marketing et le digital
Vous aimez travailler dans un environnement agile et au fait des dernières tendances technologiques


NOTRE ENGAGEMENT 
 
Nous nous engageons à accompagner votre progression en termes d’expertise purement data science ainsi que dans la compréhension des stratégies marketing data driven, par de la formation interne, une collaboration continue avec d’autres profils et le contact avec nos clients sur de nombreux secteurs.

Le tout dans un lieu inspirant (les Magasins Généraux) et une attention particulière apportée aux relations humaines.
Seniority Level
Associate
Industry
Marketing & Advertising
Employment Type
Full-time
Job Functions
Consulting Project Management Analyst"
"Data Scientist
Company Name
Datadog
Company Location
Paris, FR
Posted Date
Posted 2 weeks ago
Number of views
1,993 views",Data Scientist,Datadog,"Paris, FR","At Datadog, we’re on a mission to build the best monitoring platform in the world. We operate at high scale—trillions of data points per day—and high availability, providing always-on alerting, visualization, and tracing for our customers' infrastructure and applications around the globe.

Our engineering culture values pragmatism, honesty, and simplicity to solve hard problems the right way. We need you to design and build machine learning-powered products that help our customers learn from their data and make better decisions in real-time.

You will have a fantastic team of data engineers to support you, a collaborative environment to encourage your work, and the best technologies for performing data science at high scale in your toolkit.

Join us to build powerful, intelligent data systems. In a typical week as a Data Scientist, you might:
Present the latest academic research papers to your team.
Research and benchmark the latest algorithms that can be used for our particular use-cases.
Apply machine learning algorithms and statistical techniques to build new product features.
Deploy a new feature to production, instantly affecting customers with your work.
Mentor other data scientists on your team.
Explore and find meaning in extremely high volumes of data.
Investigate and fix a production issue from a service your team owns.


Requirements
You have backend programming experience in one or more languages.
You care about code simplicity and performance.
You have mastered working with data in a language such as Python, R, or Julia.
You can explain complex ideas and algorithms in understandable ways.
You have significant experience applying machine learning to real business problems.
You have a BS/MS/PhD in a scientific field or equivalent experience.
You want to work in a fast, high-growth startup environment and thrive on autonomy.
You are fluent with SQL / relational algebra.

Bonus points
You’ve done data science at high scale with tools like Hadoop and Spark.
You’ve written production data pipelines.
You’re familiar with time series analysis.
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Internet
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist (h/f)
Company Name
BK CONSULTING
Company Location
Nanterre, FR
Posted Date
Posted 3 weeks ago
Number of views
11 views",Data Scientist (h/f),BK CONSULTING,"Nanterre, FR","Contrat :CDI
Temps de travail :Temps plein
Expérience :De 2 à 5 ans
Niveau d’études :Master, DESS, DEA, Bac+5

Votre Mission Chez BK Consulting

Au sein d’une banque de financement, il s’agit de travailler sur l’analyse prédictive de la fraude et la lutte anti-blanchiment. Notre client utilsie l’outil Actimize, progiciel qui permet d’analyser les flux de paiements suspects.

Prestations Demandées

Contribuer à mettre en place les Clusters pour le projet de lutte anti-blanchiment, basé sur ces Clusters aider à définir la méthologie pour calculer les seuils associés
Mettre en place une solution basée sur du machine learning pour améliorer les résultats produits par Actimize
Fine tuner les process de generation des alertes de Actimize
Analyses statistiques sur les résultats produits par Actiize

Profil De Candidat Recherché

Technologies et des methodologies autour du Machine Learning / IA ++++
Python, SQL et familiarisé avec les solutions autour du Big Data ++++
Environnement anglophone ++++
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Banking
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist
Company Name
Tinyclues
Company Location
Paris, FR
Posted Date
Posted 4 months ago
Number of views
554 views",Data Scientist,Tinyclues,"Paris, FR","Let us be honest this job title doesn’t make any sense. Yes, it's about data. But, no, it's not truly a science. It's more complicated than that. Driven by a mathematical and software vision of how large E-commerce datasets ought to be processed, Tinyclues has built a powerful data-processing framework, allowing us to
painlessly and securely manipulate large and complex relational datasets
design, benchmark and tune machine-learning algorithms
assemble complex machine-learning strategies, in a few lines of expressive code
package all this into production-ready push-button predictive solutions for our clients

Your exact mission will depend on your skills and background. Typical roles for Data Scientist at Tinyclues include
design and implement new machine-learning algorithms and strategies
feature engineering
benchmark predictive quality and assess business impact
in collaboration with our software team, build new predictive apps and services
address client-specific and business-specific challenges


Requirements
a formal training in machine learning
the desire to build things that are beautiful, robust, and scale
enough curiosity to try things that aren’t taught at school, but enough pragmatism to not waste time on futile stuff
the ability to code your ideas and the ambition to learn the highest methodological standards
a genuine interest for real-world business problems
Seniority Level
Entry level
Industry
Marketing & Advertising Computer Software Internet
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist (EMEA)
Company Name
Databricks
Company Location
Paris, FR
Posted Date
Posted 2 weeks ago
Number of views
997 views",Data Scientist (EMEA),Databricks,"Paris, FR","Mission

As a Data Scientist, you will have the opportunity to shape the future big data solution landscape for leading Fortune 500 organizations. This position is a senior level customer-facing role that needs deep expertise in Apache Spark along with breadth of big data solution architecture experience. On a weekly basis, you will guide customers through architecture, design and implementation activities while strategically aligning their technical roadmap for expanding the usage of the Databricks platform.

At Databricks we work on some of the most complex distributed processing systems and our customers challenge us with interesting new big data and AI requirements. Data Scientist at Databricks are five-star, self-motivated, rock stars with a history of delivering strong business results in technology and consulting. And since “teamwork makes the dream work” is a fundamental growth value at Databricks, a Data Scientist works internally within a multi-functional team including Account Executives and Customer Success Engineers, all while having a direct channel to the original creators of Apache Spark.

Outcomes
Guide strategic customers as they design and implement Big Data projects ranging from transformations to data science and AI through on-site and remote engagements
Provide technical leadership in a pre-sales and post-sales capacity for customers to support successful understanding, evaluation and adoption of Databricks
Identify and drive new initiatives that enable customers to succeed in turning their data into value
Build reference architectures, frameworks, solutions, how-to’s, and prototypes for customers
Provide escalated level of support for critical customer operational issues
Architect, implement, and/or validate migration of workloads from 3rd party databases and data platforms to Apache Spark.
Evangelize Spark and Databricks across developer community through meetups and conferences
Plan and coordinate with Account Executives, Customer Success Engineers and Solution Architects for expanding the use of Databricks platform within strategic enterprise customers on a weekly basis

Competencies
Deep hands-on technical expertise with Apache Spark
Experience of design and implementation experience in Big Data technologies (Hadoop ecosystem, Kafka, NoSQL databases)
Experience in customer-facing pre-sales, technical architecture or consulting role
Open to travel up to 30% per month
Familiarity with data architecture patterns (data warehouse, data lake, streaming, Lambda/Kappa architecture)
Outstanding verbal and written communication skills; Comfortable with talking up and down the IT chain of command including directors, managers, architects and developers
Passionate about learning new technologies and making customers successful
Excellent presentation and whiteboarding skills
Comfortable coding Python, Scala or Java
Familiarity with AWS/EC2 cloud deployment models (Public vs. VPC)
BS / MS in Computer Science or equivalent
Proven track record within a data platform software vendor in a consulting/services function
Experience working as or with Data Scientists
Experienced with performance tuning, troubleshooting, and debugging Spark and/or other big data solutions
Familiarity with database and analytics technologies in the industry including Data Warehousing/ETL, Relational Databases, or MPP


About Databricks

Databricks’ mission is to accelerate innovation for its customers by unifying Data Science, Engineering and Business. Founded by the original creators of Apache Spark™, Databricks provides a Unified Analytics Platform for data science teams to collaborate with data engineering and lines of business to build data products. Users achieve faster time-to-value with Databricks by creating analytic workflows that go from ETL and interactive exploration to production. The company also makes it easier for its users to focus on their data by providing a fully managed, scalable, and secure cloud infrastructure that reduces operational complexity and total cost of ownership. Databricks, venture-backed by Andreessen Horowitz, NEA and Battery Ventures, among others, has a global customer base that includes Salesforce, Viacom, Shell, and HP. For more information, visit www.databricks.com.

Apache, Apache Spark and Spark are trademarks of the Apache Software Foundation.
Seniority Level
Mid-Senior level
Industry
Computer Software
Employment Type
Full-time
Job Functions
Sales Engineering"
"Data scientist
Company Name
Xtramile
Company Location
Sartrouville, FR
Posted Date
Posted 1 day ago
Number of views
40 views",Data scientist,Xtramile,"Sartrouville, FR","Xtramile cherche à renforcer son pôle Big Data et recrute un Data Scientist. Intégré au sein d'une équipe dédié à la Data Intelligence tes missions seront variées :
Recherche sur l'optimisation des coûts liés à la publication d'offres d'emploi
Développement d'outils permettant la gestion digital de campagnes de recrutement intélligentes
Collaboration étroite avec les équipes métiers du recrutement pour définir de nouveaux terrains à explorer L'environnement Techno dans lequel tu évolueras #R #Python #SAS #SQL #MachineLearning
Seniority Level
Entry level
Industry
Computer Software Internet Management Consulting
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data scientist
Company Name
YGL CONSULTING
Company Location
Saint-Denis, FR
Posted Date
Posted 1 day ago
Number of views
58 views",Data scientist,YGL CONSULTING,,"Vous êtes en charge de structurer, d'exploiter et de tenir à jour l'ensemble du Data warehouse et vous mentorez une équipe
Vous travaillez quotidiennement avec les membres de l'équipe afin de réaliser des analyses sur la donnée existante et de spécifier les projets
Vous développez des modèles de machine learning jusqu'à leur mise en production
Vous pilotez la roadmap data en lien avec l'équipe Produit
Vous assurez le suivi et le monitoring des modèles en production

Bac+5 école d'ingénieur
5 ans minimum et des compétences en data analyse et data science
Développement python
Utilisation avancée de framework scientifique : scikit-learn, tensor flow etc
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Internet
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist H/F
Company Name
JCDecaux
Company Location
Neuilly-sur-Seine, Île-de-France, France
Posted Date
Posted 1 day ago
Number of views
319 views",Data Scientist H/F,JCDecaux,,"Description de la mission :

Au sein de la nouvelle Direction Data, chargée de l'exploitation et de la valorisation des données à travers le groupe, nous recherchons un Data Scientist H/F pour intégrer une équipe dynamique en forte croissance composée de Data Engineers, Data Scientists, Data Analysts.

Au quotidien vous serez amené à :

• Désigner et créer des algorithmes, construire des modèles, prototyper les solutions imaginées sur des données hétérogènes et mondiales ; 
• Travailler en équipe avec les Data Scientists de la Direction Data ;
• Identifier de nouvelles sources de données pertinentes, proposer des use cases innovants ;
• Interagir étroitement avec les Data Engineers de la Direction Data et de la DSI pour l'intégration, mise en production des outils et algorithmes ;
• Développer vos prototypes directement sur notre plateforme Big Data. 

Vous aurez la chance de participer à la mise en place de cette Direction, et interviendrez sur l'ensemble de la chaine Data à nos côtés.

Expérience et compétences demandées :

Amoureux de la Data, passionné par ses utilisations, avec un esprit innovant et autonome. Vous cherchez à relever un défi et êtes motivé par les challenges en perspective.

De formation Bac +5 minimum de type école d'ingénieur, vous avez au moins une expérience préalable dans le traitement de données en industrie, avec le développement d'algorithmes sur une infrastructure Big Data. 

Vous avez une connaissance des modèles de Machine Learning aussi bien théorique que pratique, et avez le désir d'approfondir ces compétences.

Compétences requises :

• Connaissance pointue en Machine Learning, Artificial Intelligence, Econométrie avec des expériences d'utilisations sur données réelles ; 
• Capacité reconnue à travailler avec les langages tels que Java, Python, Scala, etc. et sur les infrastructures Big Data ; 
• Compréhension fine des enjeux business ; 
• Habilité à communiquer sur les algorithmes et les applications développées à des non experts (anglais & français) ; 
• Force de proposition et esprit innovant ; 
• Expérience de travail en équipe. 

La maîtrise de l'anglais est indispensable pour ce poste à dimension internationale. 

Poste basé à Neuilly (92), à pouvoir en CDI dès que possible. 
Seniority Level
Associate
Industry
Marketing & Advertising
Employment Type
Full-time
Job Functions
Marketing Information Technology"
"Data scientist (H/F)
Company Name
ILYEUM
Company Location
Paris, FR
Posted Date
Posted 1 day ago
Number of views
73 views",Data scientist (H/F),ILYEUM,"Paris, FR","Nous recherchons pour le compte de notre client dans le domaine bancaire un data scientist junior

Objectifs : automatiser le plus possible les contrôles des pièces pour les KPI ci-dessous :
Réduction du nombre et/ou du temps de contrôles des établissements
Assurer une homogénéité et une comparabilité des résultats de contrôle
Assurer un ciblage des contrôles (utilité du temps de contrôle)

Context De La Mission

Capitaliser sur les dispositifs existants comme Vialink (nécessaire mais pas suffisant en termes de périmètre et de typologie de contrôle)
Score de cohérence : analyse de cohérence avec les données client/contrats et des données externes comme par exemple des données sectorielles pour les PM

Mission Objectives

Dans un 1er temps, automatisation des contrôles à partir d’OCR et application de paramétrages experts par typologie de pièce
Dans un 2nd temps, application Deep learning de reconnaissance des pièces et validation automatique de la conformité des pièces par apprentissage supervisé pour un périmètre restreint de pièces à définir avec les pilotes
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Management Consulting
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist
Company Name
Withings
Company Location
Région de Paris, France
Posted Date
Posted 1 day ago",Data Scientist,Withings,"Région de Paris, France","Vos missions
Intégré(e) au sein de l’équipe Data science, tu auras la responsabilité suivante:
Recherche algorithmique pour analyser les données pertinentes et partage avec l’équipe
Réalisation de prototypes par la mise en pratique des méthodes retenues
Implémentation de services sur la plateforme ou dans les produits Withings, en tenant compte des contraintes de ressources et de temps d’exécution
Proposition de fonctionnalités nouvelles pour les applications et produits Withings
Lien avec les équipes de Recherche Appliquée et de Développement Produit pour comprendre les données recueillies (notamment leur qualité, leur lien avec la physiologie et le fonctionnement interne du produit) et proposition d’améliorations


REQUIREMENTS
De formation doctoratale ou PHD, vous disposez de:
Solides connaissances théoriques en statistiques, machine learning, algorithmie
Fortes compétences informatiques : calcul scientifique, Python
Rigueur, autonomie, initiative, curiosité
Connaissances en traitement de signal, R, C/C++ appréciées
Anglais

BENEFITS

Tu hésites ? On te dit pourquoi il faut nous rejoindre :
Nos équipes sont jeunes, dynamiques et travaillent avec passion
Nous avons gardé notre esprit start-up et aimons célébrer ensemble chacune de nos réussites !
L’agilité et la réactivité sont nos maitres mots
Tu deviendras beta testeur et tu contribueras directement au développement et à l’amélioration continue de nos produits
Nous sommes des mordus de sport et t’accueillerons avec plaisir dans nos différentes teams
Nous sommes bien situés (ligne 12 Porte de Versailles ou Corentin Celton) et tu pourras déjeuner (italien, asiatique, fast-food etc) mais aussi bouger (parcs, complexes sportifs) selon tes envies !"
