"Data Scientist - ML Labs
Company Name
Amazon Web Services (AWS)
Company Location
Courbevoie, FR
New
Posted Date
Posted 19 hours ago
Number of views
156 views",Data Scientist - ML Labs,Amazon Web Services (AWS),"Courbevoie, FR","Description

Machine Learning (ML) has been strategic to Amazon from the early years. We are pioneers in areas such as recommendation engines, product search, eCommerce fraud detection, and large-scale optimization of fulfillment center operations.

The ML team within AWS provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and the cloud. As a Sr. ML Data Scientist in the AWS ML team, you'll partner with technology and business teams to build new services that surprise and delight our customers. You will be working with terabytes of text, images, and other types of data to solve real-world problems. You'll design and run experiments, research new algorithms, and find new ways of optimizing risk, profitability, and customer experience.

We’re looking for top ML data scientists capable of using ML and other techniques to design, evangelize, and implement state-of-the-art solutions for never-before-solved problems.

The Primary Responsibilities Of This Role Are To
Use deep learning, machine learning and analytical techniques to create scalable solutions for business problems
Design, development and evaluation of highly innovative models for predictive learning, content ranking, and anomaly detection
Interact with customers directly to understand the business problem, help and aid them in implementation of DL/ML algorithms to solve problems
Analyze and extract relevant information from large amounts of historical data to help automate and optimize key processes
Work closely with account team, research scientist teams and product engineering teams to drive model implementations and new algorithms
This position requires travel of up to 40%.

We at AWS value individual expression, respect different opinions, and work together to create a culture where each of us is able to contribute fully. Our unique backgrounds and perspectives strengthen our ability to achieve Amazon's mission of being Earth's most customer-centric company.

This team will be comprised of Deep Learning Architects and Data Scientists to create cutting edge solutions for clients across EMEA. We are currently recruiting for talented individuals in the following cities: London, Berlin, Luxembourg, and Paris. Discover more at https://www.amazon.jobs/en/teams/amazonai.


Basic Qualifications
Masters degree (or European advanced degree equivalent) in Computer Science, or related technical, math, or scientific field
Several years of relevant experience in building large scale machine learning or deep learning models and/or systems in a production environment
Experience in using Python, R or Matlab or other statistical/machine learning software language
Experience with statistical modelling/machine learning
At least 1 year of experience specifically with deep learning (e.g., CNN, RNN, LSTM, etc.)
Fluency in written and spoken French and English
Preferred Qualifications
PhD degree in Computer Science, or related technical, math, or scientific field
Strong working knowledge of deep learning, machine learning and statistics
Hands on experience building models with deep learning frameworks like MXNet, Tensorflow, Caffe, Torch, Theano or similar
Fluency with other European languages are a plus
Strong communication and data presentation skills
The motivation to achieve results in a fast-paced environment
Strong attention to detail
Comfortable working in a fast paced, highly collaborative, dynamic work environment
Ability to think creatively and solve problems

Company - AWS EMEA SARL (France Branch)
Job ID: A986143
Industry
Computer Software Information Technology & Services Internet
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist
Company Name
Rakuten Advertising
Company Location
Paris, FR
Posted Date
Posted 1 week ago
Number of views
297 views",Data Scientist,Rakuten Advertising,"Paris, FR","Data Scientist,

Paris, France.

Our Data Science team in Paris works at developing new Machine Learning algorithms for acquiring audiences and maximizing advertisers' revenue.

The Development Of Such Technology Is Closely Related To Several Fields Of Study

Given the massive volume of information we have, traditional data processing methods are of limited help. This complexity calls for new technologies to efficiently analyse large sets of data and determine the statistical models that could most accurately predict the performance of our online marketing campaigns.
Machine Learning modelling and Statistical simulation
Behavioural analysis and performance prediction
Data Management
Data Analytics

Rakuten Advertising is looking for a Data Scientist to join its teams in Paris.

Responsibilities
Explore new Machine Learning methods to improve our prediction and real-time bidding pricing models.
Mine our navigation and advertising datasets and perform sophisticated statistical analysis to identify new relevant indicators and business trends.
Build predictive models to improve the advertising campaigns performance.
Cross-collaborate with engineers on building statistical models, applying Machine Learning techniques for targeted solutions and effectively communicating the analysis and findings through interactive visualizations, documents and presentations.
Write detailed and precise documentation of your work.


Qualification
Graduated from a Scientific or Engineering School or a Master's program in Machine Learning, Statistics, Mathematics or Applied Mathematics.
Interest in e-commerce and new technologies.
Experience in using Machine Learning methods and in statistical computing and modelling.
Experience with a statistical tool adapted to big data analysis and Machine Learning, such as Python, R or Matlab.
Familiarity with at least one Deep Learning framework (PyTorch, Tensorflow, etc.)
Knowledge of SQL or Java and Computer Science skills are a plus.
Strong mathematical skills.
Very good English skills.

Permanent contract to be filled as soon as possible in our Paris offices.

Rakuten Advertising provides advertising technology and consumer insights into the world's leading brands and retailers. Working with agencies and brands around the world, Rakuten Advertising unites technology, client strategy, and consumer insights to deliver advertising experiences that drive increased brand awareness and marketing performance. With access to Rakuten's global audiences, media, content networks, and consumer research, Rakuten Advertising creates the right conditions to reach new customers and sustain long-lasting loyalty. It is a division of Rakuten Inc. (4755: TOKYO), one of the world's leading Internet service companies. The company is headquartered in San Mateo, CA, offices in Australia, Singapore, Brazil, France, Germany, Ukraine the United Kingdom and throughout the United States. Learn more at www.RakutenAdvertising.com
Seniority Level
Entry level
Industry
Marketing & Advertising Computer Software Internet
Employment Type
Contract
Job Functions
Engineering Information Technology"
"Data Scientist
Company Name
Rakuten Advertising EU
Company Location
Paris, Ile-de-France, France
Posted Date
Posted 2 weeks ago
Number of views
708 views",Data Scientist,Rakuten Advertising EU,"Paris, Ile-de-France, France","Data Scientist,

Paris, France.

Our Data Science team in Paris works at developing new Machine Learning algorithms for acquiring audiences and maximizing advertisers’ revenue.
Given the massive volume of information we have, traditional data processing methods are of limited help. This complexity calls for new technologies to efficiently analyse large sets of data and determine the statistical models that could most accurately predict the performance of our online marketing campaigns. The development of such technology is closely related to several fields of study:
Machine Learning modeling and Statistical simulation
Behavioral analysis and performance prediction
Data Management
Data Analytics

Rakuten Advertising is looking for a Data Scientist to join its teams in Paris.

Responsibilities:
Explore new Machine Learning methods to improve our prediction and real-time bidding pricing, models.
Mine our navigation and advertising datasets and perform sophisticated statistical analysis to identify new relevant indicators and business trends.
Build predictive models to improve advertising campaigns performance.
Cross-collaborate with engineers on building statistical models, applying Machine Learning techniques for targeted solutions and effectively communicating the analysis and findings through interactive visualizations, documents, and presentations.
Write detailed and precise documentation of your work.

Qualification:
Graduated from a Scientific or Engineering School or a Master's program in Machine Learning, Statistics, Mathematics or Applied Mathematics.
Interest in e-commerce and new technologies.
Experience in using Machine Learning methods and in statistical computing and modeling.
Experience with a statistical tool adapted to big data analysis and Machine Learning, such as Python, R or Matlab.
Familiarity with at least one Deep Learning framework (PyTorch, Tensorflow, etc.)
Knowledge of SQL or Java and Computer Science skills are a plus.
Strong mathematical skills.
Very good English skills.

Permanent contract to be filled as soon as possible in our Paris offices.    
Seniority Level
Associate
Industry
Marketing & Advertising Information Technology & Services Online Media
Employment Type
Full-time
Job Functions
Information Technology"
"Data Scientist NLP - CDI - Paris
Company Name
Montreal Associates
Company Location
Paris, FR
Posted Date
Posted 1 week ago
Number of views
380 views",Data Scientist NLP - CDI - Paris,Montreal Associates,"Paris, FR","Posted by
Heidi Mejri 📱
Data recruiter chez Montreal Associates
Send InMail
Je recherche un(e) Data Scientist NLP en CDI pour mon client opérant dans le secteur du retail.

Les missions :

Construction de modèles
Pilotage R&D
Brief des équipes de développeur
Veille concurrentielle
Votre profil :

Première expérience en NLP
Connaissance d'au moins un langage de développement (Python, Java...)
Familier avec le secteur du retail et ses problématiques
Anglais courant
Les avantages :

Stock options
Tickets restaurant
CE
Bonus sur objectifs
Le poste est basé à Paris (75).


Montreal Associates is acting as an Employment Agency in relation to this vacancy.

Seniority Level
Entry level
Industry
Retail
Employment Type
Full-time
Job Functions
Information Technology"
"Data Engineer
Company Name
Brut.
Company Location
Paris
Posted Date
Posted 2 weeks ago
Number of views
3,983 views",Data Engineer,Brut.,Paris,"Posted by
Guillaume PERRIN
Chief Technology Officer at Brut.
Send InMail
Brut.
Brut est un pure player d'information vidéo diffusé sur les réseaux sociaux. Lancé en novembre
2017 et premier média social first en France, Brut est devenu le leader de la news Short Vidéo
avec des centaines de millions de vues chaque mois.
Présent sur le web, mobile, tous les réseaux sociaux et en forte croissance, nous recherchons
notre futur·e Data Engineer pour renforcer notre équipe data.

La mission
Au sein de l'équipe Tech de Brut. et sous la responsabilité de notre Lead Data Scientist, vous
serez en charge de l’acquisition de données, de l’industrialisation des projets data science ainsi
que de la mise en place de tous les pipelines nécessaires au bon fonctionnement de nos outils
internes.
Le pôle Data est en cours de construction et vous aurez ainsi la chance de construire les
premières briques Data Engineering de Brut et de prendre d’importantes responsabilités au sein
de celle-ci.
Ayant un bon background infra et data engineering, vous serez un référent pour l’équipe
concernant le développement des projets (garant des best practices de dev python, design du
code, optimisation de la RAM...) ainsi que leur mise en production.

Quelques exemples de projets sur lesquels vous pourrez intervenir :
Acquisition des données via les API des différentes plateformes de publication de
vidéos (Facebook, Youtube,..)
Mise en place d’un WMS (airflow, luigi...) pour assurer l’orchestration en production des
projets data
Mise en place de pipelines data en python
Mise en place d’une chaîne d’intégration continue et de déploiement en environnement
cloud
Industrialisation des POCs data pour assurer leur bonne intégration en environnement
de production
Optimisation des développements de l’équipe data science (parallélisme, optimisation de
la RAM...)
Construction de l’environnement de travail des Data Scientist

Avec des sujets très variés autour du NLP, de l’analyse de vidéos (computer vision), de la
prédiction de performances des vidéos... les trois piliers de l’équipe data concernent :
l’analyse de l’audience
l’optimisation de la distribution
l’automatisation de la production vidéo
Vous travaillerez au quotidien avec les data scientists afin de pouvoir assurer la mise à l’échelle
des expérimentations qu’ils auront mené sur ces différentes thématiques.

Compétences & qualités recherchées
Très bon niveau de développement en Python et SQL (au moins 2 ans d’XP sur ces
deux technos)
Avoir contribué à la mise en place d’une plateforme big data de données (intégration,
stockage, traitement..)
A travaillé sur Google Cloud Platform (ex. Dataproc / BigTable / BigQuery / DataFlow) ou
une plateforme équivalente
Une expérience dans l’industrialisation de projets machine learning / deep learning
(maîtrise des principaux concepts de ces deux domaines)
Manipulation de volumes importants de données avec mise en place de data pipelines
(avec Airflow, Luigi ou autre)
Maîtrise des concepts de chaîne d’intégration continue et déploiement + expérience
concrète sur les outils devops (GitLab, Jenkins, Ansible...)
Bon niveau d'anglais, nous avons des bureaux aux US et des équipes « english only »
en France :)

Les plus :
Certifié Professional Data Engineer Google Cloud
Expérience avec docker et l’orchestration de containers (Kubernetes par exemple)
Recul sur les best practices de dev python et de design de code (patterns)
Seniority Level
Entry level
Industry
Online Media
Employment Type
Full-time
Job Functions
Information Technology"
"Data Scientist
Company Name
Datadog
Company Location
Paris, FR
Posted Date
Posted 2 weeks ago
Number of views
1,984 views",Data Scientist,Datadog,"Paris, FR","At Datadog, we’re on a mission to build the best monitoring platform in the world. We operate at high scale—trillions of data points per day—and high availability, providing always-on alerting, visualization, and tracing for our customers' infrastructure and applications around the globe.

Our engineering culture values pragmatism, honesty, and simplicity to solve hard problems the right way. We need you to design and build machine learning-powered products that help our customers learn from their data and make better decisions in real-time.

You will have a fantastic team of data engineers to support you, a collaborative environment to encourage your work, and the best technologies for performing data science at high scale in your toolkit.

Join us to build powerful, intelligent data systems. In a typical week as a Data Scientist, you might:
Present the latest academic research papers to your team.
Research and benchmark the latest algorithms that can be used for our particular use-cases.
Apply machine learning algorithms and statistical techniques to build new product features.
Deploy a new feature to production, instantly affecting customers with your work.
Mentor other data scientists on your team.
Explore and find meaning in extremely high volumes of data.
Investigate and fix a production issue from a service your team owns.


Requirements
You have backend programming experience in one or more languages.
You care about code simplicity and performance.
You have mastered working with data in a language such as Python, R, or Julia.
You can explain complex ideas and algorithms in understandable ways.
You have significant experience applying machine learning to real business problems.
You have a BS/MS/PhD in a scientific field or equivalent experience.
You want to work in a fast, high-growth startup environment and thrive on autonomy.
You are fluent with SQL / relational algebra.

Bonus points
You’ve done data science at high scale with tools like Hadoop and Spark.
You’ve written production data pipelines.
You’re familiar with time series analysis.
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Internet
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist
Company Name
emagine GmbH
Company Location
Nanterre, FR
Posted Date
Posted 1 day ago
Number of views
103 views",Data Scientist,emagine GmbH,"Nanterre, FR","Description

emagine recherche pour un de ses clients, un data scientist

Missions et responsabilités

Au sein de l’entité IT Global, vous aurez pour mission :
Participer à toutes les phases d’un projet : POC/POV, cadrage, déploiement international, ateliers, optimisation en intégration continue
Enrichir continuellement les best practices Data Science / IA
Tester et prototyper différents outils Data Science et IA : Python, R, Spark, Tibco Statistica, Microsoft Azure Machine learning...
Assurer une veille technologique et formation via des sessions hand-on et la participation à des évènements internationaux
Collaborer et échanger avec les équipes du Data Intelligence
Compétences et profil requis

Formation / Profil

Spécialisation Data Science et expérience représentative
Compétences importantes en Python / R
Compétences en Spark (Scala / ML) souhaitée
Utilisation de logiciels de gestion et versionning de code type GIT
Compréhension de framework Big Data / No-SQL
Connaissance d’outils de visualisation (PowerBI, Spotfire, Tableau, Qlik, …)
Machine learning / Deep learning
Reconnaissance d’image / Computer vision
Text mining / NLP
Seniority Level
Entry level
Industry
Information Technology & Services Industrial Automation Management Consulting
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist (EMEA)
Company Name
Databricks
Company Location
Paris, FR
Posted Date
Posted 2 weeks ago
Number of views
990 views",Data Scientist (EMEA),Databricks,"Paris, FR","Mission

As a Data Scientist, you will have the opportunity to shape the future big data solution landscape for leading Fortune 500 organizations. This position is a senior level customer-facing role that needs deep expertise in Apache Spark along with breadth of big data solution architecture experience. On a weekly basis, you will guide customers through architecture, design and implementation activities while strategically aligning their technical roadmap for expanding the usage of the Databricks platform.

At Databricks we work on some of the most complex distributed processing systems and our customers challenge us with interesting new big data and AI requirements. Data Scientist at Databricks are five-star, self-motivated, rock stars with a history of delivering strong business results in technology and consulting. And since “teamwork makes the dream work” is a fundamental growth value at Databricks, a Data Scientist works internally within a multi-functional team including Account Executives and Customer Success Engineers, all while having a direct channel to the original creators of Apache Spark.

Outcomes
Guide strategic customers as they design and implement Big Data projects ranging from transformations to data science and AI through on-site and remote engagements
Provide technical leadership in a pre-sales and post-sales capacity for customers to support successful understanding, evaluation and adoption of Databricks
Identify and drive new initiatives that enable customers to succeed in turning their data into value
Build reference architectures, frameworks, solutions, how-to’s, and prototypes for customers
Provide escalated level of support for critical customer operational issues
Architect, implement, and/or validate migration of workloads from 3rd party databases and data platforms to Apache Spark.
Evangelize Spark and Databricks across developer community through meetups and conferences
Plan and coordinate with Account Executives, Customer Success Engineers and Solution Architects for expanding the use of Databricks platform within strategic enterprise customers on a weekly basis

Competencies
Deep hands-on technical expertise with Apache Spark
Experience of design and implementation experience in Big Data technologies (Hadoop ecosystem, Kafka, NoSQL databases)
Experience in customer-facing pre-sales, technical architecture or consulting role
Open to travel up to 30% per month
Familiarity with data architecture patterns (data warehouse, data lake, streaming, Lambda/Kappa architecture)
Outstanding verbal and written communication skills; Comfortable with talking up and down the IT chain of command including directors, managers, architects and developers
Passionate about learning new technologies and making customers successful
Excellent presentation and whiteboarding skills
Comfortable coding Python, Scala or Java
Familiarity with AWS/EC2 cloud deployment models (Public vs. VPC)
BS / MS in Computer Science or equivalent
Proven track record within a data platform software vendor in a consulting/services function
Experience working as or with Data Scientists
Experienced with performance tuning, troubleshooting, and debugging Spark and/or other big data solutions
Familiarity with database and analytics technologies in the industry including Data Warehousing/ETL, Relational Databases, or MPP


About Databricks

Databricks’ mission is to accelerate innovation for its customers by unifying Data Science, Engineering and Business. Founded by the original creators of Apache Spark™, Databricks provides a Unified Analytics Platform for data science teams to collaborate with data engineering and lines of business to build data products. Users achieve faster time-to-value with Databricks by creating analytic workflows that go from ETL and interactive exploration to production. The company also makes it easier for its users to focus on their data by providing a fully managed, scalable, and secure cloud infrastructure that reduces operational complexity and total cost of ownership. Databricks, venture-backed by Andreessen Horowitz, NEA and Battery Ventures, among others, has a global customer base that includes Salesforce, Viacom, Shell, and HP. For more information, visit www.databricks.com.

Apache, Apache Spark and Spark are trademarks of the Apache Software Foundation.
Seniority Level
Mid-Senior level
Industry
Computer Software
Employment Type
Full-time
Job Functions
Sales Engineering"
"Data Scientist F/H
Company Name
Fnac Darty
Company Location
Ivry-sur-Seine, FR
Posted Date
Posted 3 days ago
Number of views
429 views",Data Scientist F/H,Fnac Darty,,"Posted by
Michèle RENOUX
Responsable Pôle Recrutement chez Fnac Darty
Send InMail
Intéressé(e) par rejoindre un fleuron français du e-commerce ? Vous souhaitez mettre en oeuvre et développer vos compétences en data science sur des projets à fort impact ? Vous voulez travailler dans une équipe dynamique aussi passionnée que compétente et développer votre carrière ? Alors n'hésitez plus et rejoignez-nous au sein du groupe Fnac-Darty !

Vous serez encadré(e) par le head of data du groupe et vous travaillerez sur des sujets tels que les moteurs de recherche, la recommandation de produits, le scoring d'appétence des utilisateurs, la détection d'anomalies, la segmentation des parcours, et bien d'autres sujets.
Desired Skills and Experience
Ingénieur(e) de formation, spécialisé(e) en data science et en machine learning, seront attendus de votre part rigueur, aisance relationnelle, un fort esprit d'initiative, la volonté d'itérer et d'aller au bout de vos idées, et l'envie de comprendre profondément les métiers du groupe et de contribuer fortement à son développement par vos réalisations.

Nous interagissons tous les mois avec l'essentiel de la population d'un bon nombre de pays sur une gamme de produits, de services et d'événements extrêmement large. Vous travaillerez donc sur des données très riches dans un environnement technologique à la pointe ; en particulier, vous écrirez préférentiellement vos algorithmes en Python (des compétences en C++, Java, js,... sont également les bienvenues) et vous mobiliserez toutes les ressources nécessaires dans des architectures distribuées sur le cloud pour les passer à l'échelle (une expérience en la matière est appréciée mais non nécessaire).
Seniority Level
Mid-Senior level
Industry
Consumer Goods
Employment Type
Full-time
Job Functions
Engineering Information Technology"
"Data Scientist
Company Name
Withings
Company Location
Région de Paris, France
New
Posted Date
Posted 12 hours ago
Number of views
310 views",Data Scientist,Withings,"Région de Paris, France","Vos missions
Intégré(e) au sein de l’équipe Data science, tu auras la responsabilité suivante:
Recherche algorithmique pour analyser les données pertinentes et partage avec l’équipe
Réalisation de prototypes par la mise en pratique des méthodes retenues
Implémentation de services sur la plateforme ou dans les produits Withings, en tenant compte des contraintes de ressources et de temps d’exécution
Proposition de fonctionnalités nouvelles pour les applications et produits Withings
Lien avec les équipes de Recherche Appliquée et de Développement Produit pour comprendre les données recueillies (notamment leur qualité, leur lien avec la physiologie et le fonctionnement interne du produit) et proposition d’améliorations


REQUIREMENTS
De formation doctoratale ou PHD, vous disposez de:
Solides connaissances théoriques en statistiques, machine learning, algorithmie
Fortes compétences informatiques : calcul scientifique, Python
Rigueur, autonomie, initiative, curiosité
Connaissances en traitement de signal, R, C/C++ appréciées
Anglais

BENEFITS

Tu hésites ? On te dit pourquoi il faut nous rejoindre :
Nos équipes sont jeunes, dynamiques et travaillent avec passion
Nous avons gardé notre esprit start-up et aimons célébrer ensemble chacune de nos réussites !
L’agilité et la réactivité sont nos maitres mots
Tu deviendras beta testeur et tu contribueras directement au développement et à l’amélioration continue de nos produits
Nous sommes des mordus de sport et t’accueillerons avec plaisir dans nos différentes teams
Nous sommes bien situés (ligne 12 Porte de Versailles ou Corentin Celton) et tu pourras déjeuner (italien, asiatique, fast-food etc) mais aussi bouger (parcs, complexes sportifs) selon tes envies !
Seniority Level
Entry level
Industry
Health, Wellness & Fitness
Employment Type
Full-time
Job Functions
Engineering Health Care Provider"
